date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
22-01-2025,46,El Cielo,Sky Rompiendo & Feid & Myke Towers,86,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
22-01-2025,47,Los del Espacio,LIT killah,86,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
22-01-2025,48,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,77,268320,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27318015bf511642e06641d0a8e
22-01-2025,49,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,83,172095,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733d2a295bbc9935d3e4b5bfe5
22-01-2025,50,El Merengue,Marshmello,78,189668,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2736a84be92318cebb5ac7fbc47
23-01-2025,1,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,91,187172,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
23-01-2025,2,LUNA,Feid,96,196800,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
23-01-2025,3,Manos Rotas,DELLAFUENTE & Morad,85,168594,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a176de75067ededc26ad96d
23-01-2025,4,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,87,252040,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732a34291b34be349de3e1fa3b
23-01-2025,5,Casanova,Soolking & Lola Indigo & Rvfv,84,243806,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732adf0524e6e63e64f4691695
23-01-2025,6,LA FALDA,Myke Towers,90,174229,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
23-01-2025,7,Una Foto Remix (feat. Emilia),Mesita & Nicki Nicole & Tiago PZK,87,243898,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d7e3250bc4b38c29a68a8af9
23-01-2025,8,Columbia,Quevedo,93,186000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
23-01-2025,9,MODELITO,Mora,84,190496,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273076ef0fed51ff7a4911459e9
23-01-2025,10,PERRO NEGRO,Bad Bunny,96,162767,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
23-01-2025,11,DILUVIO,Rauw Alejandro,91,197052,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
23-01-2025,12,M.A.I,Milo j,73,184027,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27398ee8fad7a30ff328b97d874
23-01-2025,13,A 300,JC Reyes & Pedro Calderon & Blacknife,79,169208,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738274465afec06d55b3493a59
23-01-2025,14,COSAS QUE NO TE DIJE,Saiko,84,224725,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fb045f7dda9773e266437bc6
23-01-2025,15,Si No Estás,iñigo quintero,96,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
23-01-2025,16,REINA,Mora,85,211879,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0
23-01-2025,17,LA CAPI,Myke Towers,79,202360,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
23-01-2025,18,Bendecido,Eladio Carrion,75,142736,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,19,Madrid City,Ana Mena,79,172727,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c3dc8b4e881fd2607687a8b
23-01-2025,20,Narcotics (with Bryant Myers),Dei V & Bryant Myers,85,173991,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735b8ec2b9361e0bbf841860cf
23-01-2025,21,OA,Anuel AA & Quevedo & Maluma,87,235200,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27331e30ddd08dde773cd4cbbbe
23-01-2025,22,Quien Es Dei V?,Dei V,81,162244,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27348093fb42a734d7e0845ade5
23-01-2025,23,La_Original.mp3,Emilia,84,140625,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bfb94590c914538b193f6931
23-01-2025,24,Hey Lil Mama,Eladio Carrion,75,216338,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,25,QLONA,KAROL G,93,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
23-01-2025,26,POLARIS - Remix,Saiko & Feid & Quevedo,84,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
23-01-2025,27,Buenas,Quevedo & Saiko,82,192954,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347dde0f7071eb50a15c74470
23-01-2025,28,LALA,Myke Towers,93,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
23-01-2025,29,SEYA,GIMS,75,188484,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2738c127b14ce91c9e0f45cda94
23-01-2025,30,lady madrizZz,céro,78,131020,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273037c26b65099737b1a7c440c
23-01-2025,31,BABY HELLO,Rauw Alejandro,78,222461,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
23-01-2025,32,El Mambo,Kiko Rivera,78,129845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739550e7d371ec97215fee49f3
23-01-2025,33,NO PIENSO LLAMAR,Soge Culebra,72,198352,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273890db83272f7dff65eb2e41d
23-01-2025,34,La Bachata,Manuel Turizo,86,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
23-01-2025,35,Holanda,Jhayco,87,231693,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
23-01-2025,36,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,86,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
23-01-2025,37,TQMQA,Eladio Carrion,71,169911,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,38,Extasisssssss,Saiko,74,116666,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273d1f9e542dc5acb2c1399e58e
23-01-2025,39,Alucin,Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel,90,197114,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967
23-01-2025,40,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,77,268320,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27318015bf511642e06641d0a8e
23-01-2025,41,LUCES DE TECNO,Feid,81,164293,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2731e76d5d8c654a8f5e640392b
23-01-2025,42,SEDA,Bad Bunny,84,190476,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
23-01-2025,43,El Malo,Eladio Carrion,72,209655,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,44,Los del Espacio,LIT killah,86,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
23-01-2025,45,El Cielo,Sky Rompiendo & Feid & Myke Towers,85,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
23-01-2025,46,DONDE SE APRENDE A QUERER?,Mora,84,144427,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0
23-01-2025,47,"Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)",Oscar el Ruso & Samuel G & Omar Montes,70,248004,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273dd62eb5996c78cd9fd911fa8
23-01-2025,48,RKO,Eladio Carrion,72,106666,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,49,La Canción Feliz Del Disco,Eladio Carrion,74,173524,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
23-01-2025,50,El Merengue,Marshmello,78,189668,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2736a84be92318cebb5ac7fbc47
24-01-2025,1,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,92,187172,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
24-01-2025,2,LUNA,Feid,96,196800,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
24-01-2025,3,Manos Rotas,DELLAFUENTE & Morad,85,168594,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a176de75067ededc26ad96d
24-01-2025,4,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,87,252040,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732a34291b34be349de3e1fa3b
24-01-2025,5,Casanova,Soolking & Lola Indigo & Rvfv,84,243806,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732adf0524e6e63e64f4691695
24-01-2025,6,LA FALDA,Myke Towers,90,174229,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
24-01-2025,7,Una Foto Remix (feat. Emilia),Mesita & Nicki Nicole & Tiago PZK,87,243898,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d7e3250bc4b38c29a68a8af9
24-01-2025,8,PERRO NEGRO,Bad Bunny,96,162767,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
24-01-2025,9,Columbia,Quevedo,93,186000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
24-01-2025,10,Hey Lil Mama,Eladio Carrion,76,216338,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
24-01-2025,11,MODELITO,Mora,84,190496,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273076ef0fed51ff7a4911459e9
24-01-2025,12,M.A.I,Milo j,75,184027,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27398ee8fad7a30ff328b97d874
24-01-2025,13,DILUVIO,Rauw Alejandro,91,197052,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
24-01-2025,14,LA CAPI,Myke Towers,79,202360,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
24-01-2025,15,A 300,JC Reyes & Pedro Calderon & Blacknife,79,169208,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738274465afec06d55b3493a59
24-01-2025,16,La_Original.mp3,Emilia,84,140625,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bfb94590c914538b193f6931
24-01-2025,17,Si No Estás,iñigo quintero,96,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
24-01-2025,18,COSAS QUE NO TE DIJE,Saiko,84,224725,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fb045f7dda9773e266437bc6
24-01-2025,19,Madrid City,Ana Mena,79,172727,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c3dc8b4e881fd2607687a8b
24-01-2025,20,Bendecido,Eladio Carrion,77,142736,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
24-01-2025,21,QLONA,KAROL G,93,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
24-01-2025,22,OA,Anuel AA & Quevedo & Maluma,87,235200,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27331e30ddd08dde773cd4cbbbe
24-01-2025,23,Narcotics (with Bryant Myers),Dei V & Bryant Myers,85,173991,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735b8ec2b9361e0bbf841860cf
24-01-2025,24,REINA,Mora,85,211879,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0
24-01-2025,25,El Malo,Eladio Carrion,74,209655,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
24-01-2025,26,Buenas,Quevedo & Saiko,82,192954,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347dde0f7071eb50a15c74470
24-01-2025,27,Quien Es Dei V?,Dei V,81,162244,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27348093fb42a734d7e0845ade5
24-01-2025,28,POLARIS - Remix,Saiko & Feid & Quevedo,84,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
24-01-2025,29,NO PIENSO LLAMAR,Soge Culebra,72,198352,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273890db83272f7dff65eb2e41d
24-01-2025,30,lady madrizZz,céro,19,131020,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2736eb7f167c85a60c4538a1fd3
24-01-2025,31,LALA,Myke Towers,93,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
24-01-2025,32,BABY HELLO,Rauw Alejandro,78,222461,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
24-01-2025,33,SEYA,GIMS,75,188484,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2738c127b14ce91c9e0f45cda94
24-01-2025,34,La Bachata,Manuel Turizo,86,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
24-01-2025,35,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,86,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
24-01-2025,36,Holanda,Jhayco,87,231693,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
24-01-2025,37,El Mambo,Kiko Rivera,78,129845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739550e7d371ec97215fee49f3
24-01-2025,38,Alucin,Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel,90,197114,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967
24-01-2025,39,Extasisssssss,Saiko,75,116666,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273d1f9e542dc5acb2c1399e58e
24-01-2025,40,SEDA,Bad Bunny,84,190476,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
24-01-2025,41,TQMQA,Eladio Carrion,72,169911,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
24-01-2025,42,"Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)",Oscar el Ruso & Samuel G & Omar Montes,71,248004,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273dd62eb5996c78cd9fd911fa8
24-01-2025,43,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,77,268320,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27318015bf511642e06641d0a8e
24-01-2025,44,LUCES DE TECNO,Feid,81,164293,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2731e76d5d8c654a8f5e640392b
24-01-2025,45,RKO,Eladio Carrion,73,106666,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
24-01-2025,46,El Cielo,Sky Rompiendo & Feid & Myke Towers,85,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
24-01-2025,47,Los del Espacio,LIT killah,86,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
24-01-2025,48,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,83,172095,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733d2a295bbc9935d3e4b5bfe5
24-01-2025,49,El Merengue,Marshmello,78,189668,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2736a84be92318cebb5ac7fbc47
24-01-2025,50,La Canción Feliz Del Disco,Eladio Carrion,75,173524,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
25-01-2025,1,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,92,187172,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
25-01-2025,2,LUNA,Feid,96,196800,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
25-01-2025,3,Manos Rotas,DELLAFUENTE & Morad,85,168594,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a176de75067ededc26ad96d
25-01-2025,4,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,88,252040,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732a34291b34be349de3e1fa3b
25-01-2025,5,Casanova,Soolking & Lola Indigo & Rvfv,84,243806,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732adf0524e6e63e64f4691695
25-01-2025,6,LA FALDA,Myke Towers,90,174229,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
25-01-2025,7,Una Foto Remix (feat. Emilia),Mesita & Nicki Nicole & Tiago PZK,87,243898,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d7e3250bc4b38c29a68a8af9
25-01-2025,8,Hey Lil Mama,Eladio Carrion,78,216338,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
25-01-2025,9,M.A.I,Milo j,76,184027,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27398ee8fad7a30ff328b97d874
25-01-2025,10,PERRO NEGRO,Bad Bunny,96,162767,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
25-01-2025,11,Columbia,Quevedo,93,186000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
25-01-2025,12,MODELITO,Mora,84,190496,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273076ef0fed51ff7a4911459e9
25-01-2025,13,DILUVIO,Rauw Alejandro,91,197052,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
25-01-2025,14,La_Original.mp3,Emilia,84,140625,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bfb94590c914538b193f6931
25-01-2025,15,Si No Estás,iñigo quintero,96,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
25-01-2025,16,COSAS QUE NO TE DIJE,Saiko,84,224725,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fb045f7dda9773e266437bc6
25-01-2025,17,A 300,JC Reyes & Pedro Calderon & Blacknife,79,169208,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738274465afec06d55b3493a59
25-01-2025,18,LA CAPI,Myke Towers,79,202360,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
25-01-2025,19,Narcotics (with Bryant Myers),Dei V & Bryant Myers,85,173991,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735b8ec2b9361e0bbf841860cf
25-01-2025,20,El Malo,Eladio Carrion,75,209655,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
25-01-2025,21,OA,Anuel AA & Quevedo & Maluma,87,235200,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27331e30ddd08dde773cd4cbbbe
25-01-2025,22,REINA,Mora,85,211879,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0
25-01-2025,23,Madrid City,Ana Mena,79,172727,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739c3dc8b4e881fd2607687a8b
25-01-2025,24,QLONA,KAROL G,93,172797,album,9,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
25-01-2025,25,Quien Es Dei V?,Dei V,81,162244,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27348093fb42a734d7e0845ade5
25-01-2025,26,Buenas,Quevedo & Saiko,81,192954,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347dde0f7071eb50a15c74470
25-01-2025,27,POLARIS - Remix,Saiko & Feid & Quevedo,84,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
25-01-2025,28,BABY HELLO,Rauw Alejandro,78,222461,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
25-01-2025,29,LALA,Myke Towers,93,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
25-01-2025,30,NO PIENSO LLAMAR,Soge Culebra,72,198352,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273890db83272f7dff65eb2e41d
25-01-2025,31,lady madrizZz,céro,19,131020,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2736eb7f167c85a60c4538a1fd3
25-01-2025,32,La Bachata,Manuel Turizo,86,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
25-01-2025,33,SEDA,Bad Bunny,84,190476,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
25-01-2025,34,Bendecido,Eladio Carrion,78,142736,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
25-01-2025,35,SEYA,GIMS,75,188484,album,21,FALSE,https://i.scdn.co/image/ab67616d0000b2738c127b14ce91c9e0f45cda94
25-01-2025,36,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,86,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
25-01-2025,37,Holanda,Jhayco,87,231693,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
25-01-2025,38,El Mambo,Kiko Rivera,78,129845,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739550e7d371ec97215fee49f3
25-01-2025,39,TQMQA,Eladio Carrion,73,169911,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
25-01-2025,40,Alucin,Eugenio Esquivel & Grupo Marca Registrada & Sebastian Esquivel,90,197114,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273086a84a764dc341262487967
25-01-2025,41,Extasisssssss,Saiko,75,116666,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273d1f9e542dc5acb2c1399e58e
25-01-2025,42,El Cielo,Sky Rompiendo & Feid & Myke Towers,85,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
25-01-2025,43,LUCES DE TECNO,Feid,81,164293,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2731e76d5d8c654a8f5e640392b
25-01-2025,44,"Japoni (feat. Camin, Moncho Chavea, Jthyago & Samueliyo Baby)",Oscar el Ruso & Samuel G & Omar Montes,71,248004,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273dd62eb5996c78cd9fd911fa8
25-01-2025,45,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,77,268320,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27318015bf511642e06641d0a8e
25-01-2025,46,La Gata Bajo La Lluvia,Naiara,55,164678,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273274811c0dfe252c8d161df65
25-01-2025,47,Escriurem,Chiara Oliver & Martin Urrutia,56,189146,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731bd28c4d3f70ea980e072e41
25-01-2025,48,Los del Espacio,LIT killah,85,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
25-01-2025,49,ASI ES LA VIDA,Enrique Iglesias & Maria Becerra,83,172095,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733d2a295bbc9935d3e4b5bfe5
25-01-2025,50,DONDE SE APRENDE A QUERER?,Mora,84,144427,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734cc96ed1e38fa517608c2fb0
26-01-2025,1,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,92,187172,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737b58409ef2fbbcd4d0f4ed05
26-01-2025,2,LUNA,Feid,96,196800,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
26-01-2025,3,Manos Rotas,DELLAFUENTE & Morad,85,168594,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731a176de75067ededc26ad96d
26-01-2025,4,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,88,252040,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732a34291b34be349de3e1fa3b
26-01-2025,5,Casanova,Soolking & Lola Indigo & Rvfv,84,243806,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732adf0524e6e63e64f4691695
26-01-2025,6,LA FALDA,Myke Towers,90,174229,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
26-01-2025,7,Una Foto Remix (feat. Emilia),Mesita & Nicki Nicole & Tiago PZK,88,243898,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d7e3250bc4b38c29a68a8af9
26-01-2025,8,M.A.I,Milo j,78,184027,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27398ee8fad7a30ff328b97d874
26-01-2025,9,Hey Lil Mama,Eladio Carrion,79,216338,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
26-01-2025,10,PERRO NEGRO,Bad Bunny,96,162767,album,22,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
26-01-2025,11,Columbia,Quevedo,93,186000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
26-01-2025,12,MODELITO,Mora,84,190496,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273076ef0fed51ff7a4911459e9
26-01-2025,13,La_Original.mp3,Emilia,84,140625,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bfb94590c914538b193f6931
26-01-2025,14,DILUVIO,Rauw Alejandro,91,197052,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda
26-01-2025,15,Si No Estás,iñigo quintero,96,184061,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735cb9531348f45311cd6fb8df
26-01-2025,16,Narcotics (with Bryant Myers),Dei V & Bryant Myers,85,173991,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2735b8ec2b9361e0bbf841860cf
